caption,video_id,sent_len
an assemble of men dancing,V--abChiVVc_30_40.avi,5
a boy is dancing with other boys,V--abChiVVc_30_40.avi,7
a group of man are dancing,V--abChiVVc_30_40.avi,6
a group of men are dancing,V--abChiVVc_30_40.avi,6
a group of men are dancing,V--abChiVVc_30_40.avi,6
a group of men dance next to a lake,V--abChiVVc_30_40.avi,9
many people dance on a pier,V--abChiVVc_30_40.avi,6
men are dancing in unison on a dock,V--abChiVVc_30_40.avi,8
men are dancing on a dock,V--abChiVVc_30_40.avi,6
peoples are dancing,V--abChiVVc_30_40.avi,3
several men are dancing on the pier,V--abChiVVc_30_40.avi,7
some men are dancing together,V--abChiVVc_30_40.avi,5
the men are dancing,V--abChiVVc_30_40.avi,4
the men danced in sync with each other,V--abChiVVc_30_40.avi,8
a man is reading a newspaper,9WpJxn-2h1o_122_150.avi,6
an old man reads the newspaper,9WpJxn-2h1o_122_150.avi,6
a man is reading a newspaper,9WpJxn-2h1o_122_150.avi,6
a old man is reading news paper,9WpJxn-2h1o_122_150.avi,7
an elderly man is reading the newspaper,9WpJxn-2h1o_122_150.avi,7
an elderly man is reading the newspaper,9WpJxn-2h1o_122_150.avi,7
an old man reads a newspaper,9WpJxn-2h1o_122_150.avi,6
an old man is reading a newspaper,9WpJxn-2h1o_122_150.avi,7
an old man reading a paper,9WpJxn-2h1o_122_150.avi,6
the man read the paper in his chair,9WpJxn-2h1o_122_150.avi,8
the man is reading the newspaper,9WpJxn-2h1o_122_150.avi,6
a man tries to read the paper,9WpJxn-2h1o_122_150.avi,7
the man sat in his chair reading the newspaper,9WpJxn-2h1o_122_150.avi,9
the man is pouring fuel on the flag,B-Lsf7ZKf5c_10_25.avi,8
a man is pouring gasoline on a lit bonfire,B-Lsf7ZKf5c_10_25.avi,9
a man pours gasoline,B-Lsf7ZKf5c_10_25.avi,4
a man is pouring  oil on the woods,B-Lsf7ZKf5c_10_25.avi,9
a man is pouring gasoline on a fire,B-Lsf7ZKf5c_10_25.avi,8
a man is poring petrol on fire,B-Lsf7ZKf5c_10_25.avi,7
a man starts a bonfire in the woods,B-Lsf7ZKf5c_10_25.avi,8
a man is pouring gasoline on a fire,B-Lsf7ZKf5c_10_25.avi,8
a man pours gasoline on a fire,B-Lsf7ZKf5c_10_25.avi,7
a man is pouring gasoline on a fire,B-Lsf7ZKf5c_10_25.avi,8
a man is burning a flag,B-Lsf7ZKf5c_10_25.avi,6
the man is pouring gasoline over the firewood,B-Lsf7ZKf5c_10_25.avi,8
a man is pouring fuel on a fire,B-Lsf7ZKf5c_10_25.avi,8
a man cuts a piece of paper,_0nX-El-ySo_83_93.avi,7
a man is cutting a piece of paper,_0nX-El-ySo_83_93.avi,8
a man is cutting a paper by scissor,_0nX-El-ySo_83_93.avi,8
a man is cutting paper,_0nX-El-ySo_83_93.avi,5
a man is cutting a piece of paper,_0nX-El-ySo_83_93.avi,8
a man is cutting paper,_0nX-El-ySo_83_93.avi,5
a man is cutting some paper,_0nX-El-ySo_83_93.avi,6
a man is cutting a piece of paper,_0nX-El-ySo_83_93.avi,8
a guy cuts paper,_0nX-El-ySo_83_93.avi,4
a man is cutting a piece of paper,_0nX-El-ySo_83_93.avi,8
the man cut a piece of paper in half,_0nX-El-ySo_83_93.avi,9
the man is using scissors to cut paper,_0nX-El-ySo_83_93.avi,8
a man is cutting paper into two equal strips,_0nX-El-ySo_83_93.avi,9
a man cuts some paper,_0nX-El-ySo_83_93.avi,5
the man cut a piece of paper,_0nX-El-ySo_83_93.avi,7
a man is talking on a cell phone,fr9H1WLcF1A_141_148.avi,8
a man is speaking into a cell phone,fr9H1WLcF1A_141_148.avi,8
a man is talking on a phone,fr9H1WLcF1A_141_148.avi,7
a man is talking on the telephone,fr9H1WLcF1A_141_148.avi,7
a man is taking on his mobile,fr9H1WLcF1A_141_148.avi,7
a man is talking on a cell phone,fr9H1WLcF1A_141_148.avi,8
a man is talking in a cell phone,fr9H1WLcF1A_141_148.avi,8
a man is talking on a cell phone,fr9H1WLcF1A_141_148.avi,8
a man is talking on a cell phone,fr9H1WLcF1A_141_148.avi,8
a man is talking on the phone,fr9H1WLcF1A_141_148.avi,7
a man is talking on a cell phone,fr9H1WLcF1A_141_148.avi,8
the man is talking on the phone,fr9H1WLcF1A_141_148.avi,7
a man is talking on a mobile phone,fr9H1WLcF1A_141_148.avi,8
a man talks on the phone,fr9H1WLcF1A_141_148.avi,6
a man is talking on a telephone,fr9H1WLcF1A_141_148.avi,7
the man talked on the phone,fr9H1WLcF1A_141_148.avi,6
a woman rides her horse at walking speed,lGk1MA6YP-M_36_48.avi,8
a girl is riding a horse,lGk1MA6YP-M_36_48.avi,6
a jockey rides a horse around an arena,lGk1MA6YP-M_36_48.avi,8
a man is riding a horse,lGk1MA6YP-M_36_48.avi,6
a person is riding a horse along a perimeter,lGk1MA6YP-M_36_48.avi,9
a person is riding a horse,lGk1MA6YP-M_36_48.avi,6
a person is riding their horse in an arena,lGk1MA6YP-M_36_48.avi,9
a woman is riding a horse in an arena,lGk1MA6YP-M_36_48.avi,9
a woman is riding a horse in an arena,lGk1MA6YP-M_36_48.avi,9
a woman is riding a horse,lGk1MA6YP-M_36_48.avi,6
a woman rides a show horse in a stadium,lGk1MA6YP-M_36_48.avi,9
the horse and rider performed in a competition,lGk1MA6YP-M_36_48.avi,8
the horse and rider trotted around the ring,lGk1MA6YP-M_36_48.avi,8
the man is riding a horse,lGk1MA6YP-M_36_48.avi,6
a man is riding a bicycle,BefkDBj5gSw_233_240.avi,6
a man is riding a bicycle,BefkDBj5gSw_233_240.avi,6
a man is riding a bicycle on the grass-field,BefkDBj5gSw_233_240.avi,9
a man is riding a bicycle,BefkDBj5gSw_233_240.avi,6
a man is riding a bike,BefkDBj5gSw_233_240.avi,6
a man is riding on a bicycle,BefkDBj5gSw_233_240.avi,7
a man is riding a bicycle,BefkDBj5gSw_233_240.avi,6
a man is riding a bike through a field,BefkDBj5gSw_233_240.avi,9
someone is riding a bike,BefkDBj5gSw_233_240.avi,5
a man is riding a bicycle,BefkDBj5gSw_233_240.avi,6
the man rode his bicylce down the hill,BefkDBj5gSw_233_240.avi,8
the man is riding a bicycle,BefkDBj5gSw_233_240.avi,6
a man rides a bike through a field,BefkDBj5gSw_233_240.avi,8
a panda is patting his side,88p7U5CnoYU_1_10.avi,6
a panda is sleeping,88p7U5CnoYU_1_10.avi,4
a panda is relaxing on the ground,88p7U5CnoYU_1_10.avi,7
a panda is lying on ground,88p7U5CnoYU_1_10.avi,6
a panda is patting itself,88p7U5CnoYU_1_10.avi,5
a panda bear pats itself on the backside,88p7U5CnoYU_1_10.avi,8
a panda is scratching itself,88p7U5CnoYU_1_10.avi,5
a panda bear is tapping itself,88p7U5CnoYU_1_10.avi,6
a panda bear is laying down,88p7U5CnoYU_1_10.avi,6
a panda is scratching himself,88p7U5CnoYU_1_10.avi,5
the panda bear patted his side,88p7U5CnoYU_1_10.avi,6
the panda is patting his stomach,88p7U5CnoYU_1_10.avi,6
a panda thumps its body,88p7U5CnoYU_1_10.avi,5
the panda bear patted his back,88p7U5CnoYU_1_10.avi,6
a baby is laughing,DcDYRpa34W8_11_25.avi,4
a baby is laughing,DcDYRpa34W8_11_25.avi,4
a small baby is laughing,DcDYRpa34W8_11_25.avi,5
a baby is smiling,DcDYRpa34W8_11_25.avi,4
a baby is laughing,DcDYRpa34W8_11_25.avi,4
a baby is laughing and giggling,DcDYRpa34W8_11_25.avi,6
a baby is laughing,DcDYRpa34W8_11_25.avi,4
a baby howls with laughter,DcDYRpa34W8_11_25.avi,5
a baby is laughing,DcDYRpa34W8_11_25.avi,4
a baby is laughing,DcDYRpa34W8_11_25.avi,4
a baby is laughing,DcDYRpa34W8_11_25.avi,4
the baby laughed a lot,DcDYRpa34W8_11_25.avi,5
the baby is laughing,DcDYRpa34W8_11_25.avi,4
a baby laughs,DcDYRpa34W8_11_25.avi,3
a baby is laughing hysterically,DcDYRpa34W8_11_25.avi,5
a baby is laughing heartily,DcDYRpa34W8_11_25.avi,5
a baby acts happy about something,DcDYRpa34W8_11_25.avi,6
the baby laughed and laughed,DcDYRpa34W8_11_25.avi,5
a man jumping rope,lFyPUgJCmtU_100_110.avi,4
a boy is skipping a rope,lFyPUgJCmtU_100_110.avi,6
a man is doing rope skipping,lFyPUgJCmtU_100_110.avi,6
a man is jumping rope on a walkway,lFyPUgJCmtU_100_110.avi,8
a man is jumping rope outside,lFyPUgJCmtU_100_110.avi,6
a man is jumping rope,lFyPUgJCmtU_100_110.avi,5
a man is jumping rope,lFyPUgJCmtU_100_110.avi,5
a man is jumping rope,lFyPUgJCmtU_100_110.avi,5
a man is jumproping,lFyPUgJCmtU_100_110.avi,4
a man jumps rope in his front yard,lFyPUgJCmtU_100_110.avi,8
a person is skipping rope,lFyPUgJCmtU_100_110.avi,5
an overweight man is skipping rope,lFyPUgJCmtU_100_110.avi,6
the man is jumping rope,lFyPUgJCmtU_100_110.avi,5
two teams are playing cricket,q9ew_nITQWY_54_62.avi,5
people are playing cricket,q9ew_nITQWY_54_62.avi,4
two teams are playing a game of cricket,q9ew_nITQWY_54_62.avi,8
a cricketer are playing cricket,q9ew_nITQWY_54_62.avi,5
a sportsman hits a ball with a bat,q9ew_nITQWY_54_62.avi,8
men are playing cricket,q9ew_nITQWY_54_62.avi,4
peoples are playing cricket,q9ew_nITQWY_54_62.avi,4
a man in cricket performs an error,q9ew_nITQWY_54_62.avi,7
people are playing cricket,q9ew_nITQWY_54_62.avi,4
two teams play cricket,q9ew_nITQWY_54_62.avi,4
a group of men are playing cricket,q9ew_nITQWY_54_62.avi,7
men are playing cricket,q9ew_nITQWY_54_62.avi,4
two teams are playing cricket,q9ew_nITQWY_54_62.avi,5
people are playing baseball,q9ew_nITQWY_54_62.avi,4
several men are playing cricket,q9ew_nITQWY_54_62.avi,5
the men are playing cricket,q9ew_nITQWY_54_62.avi,5
a cricket pitcher drops the ball,q9ew_nITQWY_54_62.avi,6
a batter makes a mistake in a cricket match,q9ew_nITQWY_54_62.avi,9
the cricket player hit the ball and ran,q9ew_nITQWY_54_62.avi,8
a woman is chopping green onions into small pieces,IhwPQL9dFYc_78_88.avi,9
a woman is chopping vegetables,IhwPQL9dFYc_78_88.avi,5
a person is chopping a vegetable,IhwPQL9dFYc_78_88.avi,6
a woman is chopping green onions,IhwPQL9dFYc_78_88.avi,6
a woman is chopping some vegetables,IhwPQL9dFYc_78_88.avi,6
a woman is slicing scallions with a large knife,IhwPQL9dFYc_78_88.avi,9
a woman is chopping chives,IhwPQL9dFYc_78_88.avi,5
a woman is cutting green onion,IhwPQL9dFYc_78_88.avi,6
a woman is cutting up onions,IhwPQL9dFYc_78_88.avi,6
the lady cut up the green onions,IhwPQL9dFYc_78_88.avi,7
the woman is slicing green onions,IhwPQL9dFYc_78_88.avi,6
a woman is chopping chives,IhwPQL9dFYc_78_88.avi,5
a person cuts some vegetables,IhwPQL9dFYc_78_88.avi,5
the lady cut up the green onion,IhwPQL9dFYc_78_88.avi,7
a woman and dog are walking together,HqbVbPvlDoM_0_11.avi,7
a woman is walking with a dog,HqbVbPvlDoM_0_11.avi,7
a woman walks her dog onto astro turf,HqbVbPvlDoM_0_11.avi,8
a woman is walking with a dog,HqbVbPvlDoM_0_11.avi,7
a woman walks a dog at a dog show,HqbVbPvlDoM_0_11.avi,9
a dog is following a woman,HqbVbPvlDoM_0_11.avi,6
a dog is barking at a woman,HqbVbPvlDoM_0_11.avi,7
a dog is walking,HqbVbPvlDoM_0_11.avi,4
the dog jumped at the lady's feet,HqbVbPvlDoM_0_11.avi,7
the dog is dancing with the woman,HqbVbPvlDoM_0_11.avi,7
a woman walks her dog into a competition ring,HqbVbPvlDoM_0_11.avi,9
the lady and her dog walked on the grass,HqbVbPvlDoM_0_11.avi,9
a man riding fast on a street bike,DIebwNHGjm8_27_38.avi,8
a man is riding a motorcycle down a street,DIebwNHGjm8_27_38.avi,9
a man is riding a motorcycle on the highway,DIebwNHGjm8_27_38.avi,9
a man is riding a motor-cycle on the road,DIebwNHGjm8_27_38.avi,9
a man is riding a motorcycle,DIebwNHGjm8_27_38.avi,6
a man is riding a motorcycle,DIebwNHGjm8_27_38.avi,6
a man is riding a motorcycle,DIebwNHGjm8_27_38.avi,6
a man is riding his motorcycle down a road,DIebwNHGjm8_27_38.avi,9
a man is riding on a motor bike,DIebwNHGjm8_27_38.avi,8
a man rides a motorcycle down the road,DIebwNHGjm8_27_38.avi,8
a man roars down the highway on a motorcycle,DIebwNHGjm8_27_38.avi,9
a man speeds on a motorcycle,DIebwNHGjm8_27_38.avi,6
a motorcyclist is riding his motorcycle,DIebwNHGjm8_27_38.avi,6
the man is riding a motorcycle,DIebwNHGjm8_27_38.avi,6
the man rode his motorcycle on the empty highway,DIebwNHGjm8_27_38.avi,9
the man rode his motorcycle,DIebwNHGjm8_27_38.avi,5
a hamster is eating,r0E-0ntoNWo_20_30.avi,4
a hamster is eating,r0E-0ntoNWo_20_30.avi,4
a baby rodent is eating a piece of broccoli,r0E-0ntoNWo_20_30.avi,9
a small squirrel is eating something,r0E-0ntoNWo_20_30.avi,6
a hamster is eating a piece of broccoli,r0E-0ntoNWo_20_30.avi,8
a hamster is eating broccoli,r0E-0ntoNWo_20_30.avi,5
a baby rabbit is eating,r0E-0ntoNWo_20_30.avi,5
an animal is eating,r0E-0ntoNWo_20_30.avi,4
a rodent eats broccoli,r0E-0ntoNWo_20_30.avi,4
the rodent ate a stalk of brocoli,r0E-0ntoNWo_20_30.avi,7
the mouse is eating,r0E-0ntoNWo_20_30.avi,4
a hamster eats some broccoli,r0E-0ntoNWo_20_30.avi,5
the animal ate the piece of lettuce,r0E-0ntoNWo_20_30.avi,7
a person is mixing,aC-KOYQsIvU_25_31.avi,4
a person mixes a small pan,aC-KOYQsIvU_25_31.avi,6
a person is stirring a slurry,aC-KOYQsIvU_25_31.avi,6
a person is cooking something,aC-KOYQsIvU_25_31.avi,5
a person is stirring sodium acetate in a pan,aC-KOYQsIvU_25_31.avi,9
a person is stirring a mixture,aC-KOYQsIvU_25_31.avi,6
a person stirs a mixture in a pot,aC-KOYQsIvU_25_31.avi,8
someone is stirring something,aC-KOYQsIvU_25_31.avi,4
someone is stirring a pot,aC-KOYQsIvU_25_31.avi,5
a person is stirring water in a pan,aC-KOYQsIvU_25_31.avi,8
someone stirred the liguid in the pan,aC-KOYQsIvU_25_31.avi,7
a cook stirs a mixture,aC-KOYQsIvU_25_31.avi,5
two couples are interacting,HkpUWzNNVt4_20_30.avi,4
two couple are talking with each other,HkpUWzNNVt4_20_30.avi,7
two couples are talking in the living room,HkpUWzNNVt4_20_30.avi,8
two couples are talking each other,HkpUWzNNVt4_20_30.avi,6
two couple are talking to each other,HkpUWzNNVt4_20_30.avi,7
two young couples talk to each other,HkpUWzNNVt4_20_30.avi,7
two couples are talking with each other,HkpUWzNNVt4_20_30.avi,7
couples on a dating show,HkpUWzNNVt4_20_30.avi,5
the couples talked to each other about their engagements,HkpUWzNNVt4_20_30.avi,9
couples sit and talk,HkpUWzNNVt4_20_30.avi,4
the women are talking,HkpUWzNNVt4_20_30.avi,4
two couples are sitting and talking,HkpUWzNNVt4_20_30.avi,6
couples were talking about their engagements,HkpUWzNNVt4_20_30.avi,6
a man photographs a woman,u9prcUCHlqM_503_511.avi,5
a man is taking photographs of two women,u9prcUCHlqM_503_511.avi,8
a photographer is taking a photo of a man,u9prcUCHlqM_503_511.avi,9
a man photographs two people,u9prcUCHlqM_503_511.avi,5
a man is taking pictures,u9prcUCHlqM_503_511.avi,5
a man is taking photographs of a model,u9prcUCHlqM_503_511.avi,8
a man is taking a picture of a person,u9prcUCHlqM_503_511.avi,9
a man takes a picture of two women,u9prcUCHlqM_503_511.avi,8
a photographer is taking pictures,u9prcUCHlqM_503_511.avi,5
a man is taking a picture,u9prcUCHlqM_503_511.avi,6
two woman are being photographed by a man,u9prcUCHlqM_503_511.avi,8
the photographer took someone's picture in the church,u9prcUCHlqM_503_511.avi,8
the man is talking pictures os the women,u9prcUCHlqM_503_511.avi,8
a man takes a picture of two people,u9prcUCHlqM_503_511.avi,8
a car traveling through the city,Qwn0Ni9G5ow_64_69.avi,6
a bus is running on the road,Qwn0Ni9G5ow_64_69.avi,7
a streetcar driving by,Qwn0Ni9G5ow_64_69.avi,4
a tourist bus is overtaking,Qwn0Ni9G5ow_64_69.avi,5
a trolley is driving through a city,Qwn0Ni9G5ow_64_69.avi,7
a trolley is going down the road,Qwn0Ni9G5ow_64_69.avi,7
a trolley is going up the street,Qwn0Ni9G5ow_64_69.avi,7
a trolley is moving down the street,Qwn0Ni9G5ow_64_69.avi,7
a trolley moves down a city street,Qwn0Ni9G5ow_64_69.avi,7
a trolley rides down a tree-lined street,Qwn0Ni9G5ow_64_69.avi,7
the bus drove down the street,Qwn0Ni9G5ow_64_69.avi,6
the bus drove into the city,Qwn0Ni9G5ow_64_69.avi,6
the trolley is going down the street,Qwn0Ni9G5ow_64_69.avi,7
a man takes a slice of pizza,gHyXstpe_N8_116_125.avi,7
a person grabs a slice of pizza,gHyXstpe_N8_116_125.avi,7
a man is separate a pizza's piece,gHyXstpe_N8_116_125.avi,7
a man picks up a slice of pizza,gHyXstpe_N8_116_125.avi,8
a man is taking a pizza piece,gHyXstpe_N8_116_125.avi,7
a person takes a pizza slice from a box,gHyXstpe_N8_116_125.avi,9
a person is taking pizza from a pizza box,gHyXstpe_N8_116_125.avi,9
a man is taking some pizza,gHyXstpe_N8_116_125.avi,6
someone is picking up a piece of pizza,gHyXstpe_N8_116_125.avi,8
the man took a slice of pizza,gHyXstpe_N8_116_125.avi,7
a man is selecting a slice of pizza,gHyXstpe_N8_116_125.avi,8
a man takes a slice of pizza,gHyXstpe_N8_116_125.avi,7
two men are loading into a trunk,fjDvKHkmxs0_72_87.avi,7
men are packing a trunk with luggage,fjDvKHkmxs0_72_87.avi,7
the men are putting suitcases into the car's trunk,fjDvKHkmxs0_72_87.avi,9
two men are loading luggage into a cars trunk,fjDvKHkmxs0_72_87.avi,9
two men are loading the trunk of a car,fjDvKHkmxs0_72_87.avi,9
two men are putting a luggage in a car,fjDvKHkmxs0_72_87.avi,9
two men are putting luggage in a car,fjDvKHkmxs0_72_87.avi,8
two men load a car trunk with luggage,fjDvKHkmxs0_72_87.avi,8
two men load luggag into a trunk,fjDvKHkmxs0_72_87.avi,7
two men packing suitcases in trunk of car,fjDvKHkmxs0_72_87.avi,8
the lady is cracking eggs into a bowl,WTf5EgVY5uU_100_104.avi,8
a woman cracks eggs into a bowl,WTf5EgVY5uU_100_104.avi,7
a woman is adding egg in the bowl,WTf5EgVY5uU_100_104.avi,8
a woman cracks an egg,WTf5EgVY5uU_100_104.avi,5
a woman is breaking eggs,WTf5EgVY5uU_100_104.avi,5
a woman is cracking an egg into a bowl,WTf5EgVY5uU_100_104.avi,9
a woman is pouring eyes into a bowl,WTf5EgVY5uU_100_104.avi,8
a woman breaks an egg into a bowl,WTf5EgVY5uU_100_104.avi,8
a woman is cracking eggs,WTf5EgVY5uU_100_104.avi,5
a woman is cracking eggs into a bowl,WTf5EgVY5uU_100_104.avi,8
a woman is cracking eggs into a bowl,WTf5EgVY5uU_100_104.avi,8
the lady cracked two raw eggs,WTf5EgVY5uU_100_104.avi,6
the woman is cracking eggs into a bowl,WTf5EgVY5uU_100_104.avi,8
a woman cracks an egg into a bowl,WTf5EgVY5uU_100_104.avi,8
a woman breaks an egg,WTf5EgVY5uU_100_104.avi,5
the lady stirred up raw eggs in the bowl,WTf5EgVY5uU_100_104.avi,9
a man shoots a basket,YEmS8ZQIhTA_7_20.avi,5
a man shoots a basket in basketball,YEmS8ZQIhTA_7_20.avi,7
players are playing a basketball,YEmS8ZQIhTA_7_20.avi,5
players are playing basketball,YEmS8ZQIhTA_7_20.avi,4
some men are playing basketball,YEmS8ZQIhTA_7_20.avi,5
a man is shooting a basket,YEmS8ZQIhTA_7_20.avi,6
people are playing basketball,YEmS8ZQIhTA_7_20.avi,4
two teams are playing basketball,YEmS8ZQIhTA_7_20.avi,5
the basketball player jumped and made a basket,YEmS8ZQIhTA_7_20.avi,8
the man made a basketball shot,YEmS8ZQIhTA_7_20.avi,6
a basketball player makes a shot,YEmS8ZQIhTA_7_20.avi,6
a man wakes up from bed,uy0HNWto0UY_18_25.avi,6
a man is getting out of bed,uy0HNWto0UY_18_25.avi,7
a man is getting out of bed,uy0HNWto0UY_18_25.avi,7
a man is getting out of bed,uy0HNWto0UY_18_25.avi,7
a man is waking up from sleep,uy0HNWto0UY_18_25.avi,7
a man is getting out of bed,uy0HNWto0UY_18_25.avi,7
a man sits up in bed,uy0HNWto0UY_18_25.avi,6
a man is getting out of bed,uy0HNWto0UY_18_25.avi,7
someone is getting out of bed,uy0HNWto0UY_18_25.avi,6
a man sits up in bed,uy0HNWto0UY_18_25.avi,6
the man got out of bed for work,uy0HNWto0UY_18_25.avi,8
the man sat on the bed,uy0HNWto0UY_18_25.avi,6
a man gets out of bed,uy0HNWto0UY_18_25.avi,6
the man got out of bed,uy0HNWto0UY_18_25.avi,6
a man is putting noodles in a bowl,hJFBXHtxKIc_286_291.avi,8
a man puts noodles into a bowl,hJFBXHtxKIc_286_291.avi,7
a man is adding a noodles in the plate,hJFBXHtxKIc_286_291.avi,9
a man pours pasta into a dish,hJFBXHtxKIc_286_291.avi,7
a man is pouring noodles into a bowl,hJFBXHtxKIc_286_291.avi,8
a man is adding something to a bowl,hJFBXHtxKIc_286_291.avi,8
a man is pouring pasta onto a plate,hJFBXHtxKIc_286_291.avi,8
a man is putting noodles into a bowl,hJFBXHtxKIc_286_291.avi,8
a man is pouring pasta onto a plate,hJFBXHtxKIc_286_291.avi,8
a man is pouring pasta into a bowl,hJFBXHtxKIc_286_291.avi,8
the man put the pasta in a bowl,hJFBXHtxKIc_286_291.avi,8
the man is pouring pasta into a bowl,hJFBXHtxKIc_286_291.avi,8
a man puts pasta in a bowl,hJFBXHtxKIc_286_291.avi,7
the man poured noodles into a bowl,hJFBXHtxKIc_286_291.avi,7
a chimpanzee is smoking a cigarette,lm0z7eLsbbw_9_23.avi,6
a monkey is smoking a cigarette,lm0z7eLsbbw_9_23.avi,6
a monkey is smoking a cigarette,lm0z7eLsbbw_9_23.avi,6
a chimpanzee is smoking a cigarette,lm0z7eLsbbw_9_23.avi,6
a monkey is smoking,lm0z7eLsbbw_9_23.avi,4
a monkey is smoking a cigarette,lm0z7eLsbbw_9_23.avi,6
a monkey is smoking a cigarette,lm0z7eLsbbw_9_23.avi,6
a monkey is smoking a cigarette,lm0z7eLsbbw_9_23.avi,6
a monkey is smoking,lm0z7eLsbbw_9_23.avi,4
a chimp is smoking,lm0z7eLsbbw_9_23.avi,4
a monkey is smoking a cigarette,lm0z7eLsbbw_9_23.avi,6
a gorilla is smoking,lm0z7eLsbbw_9_23.avi,4
a monkey is smoking a cigarette,lm0z7eLsbbw_9_23.avi,6
the chimpanzee smoked a cigarette,lm0z7eLsbbw_9_23.avi,5
the monkey is smoking,lm0z7eLsbbw_9_23.avi,4
a monkey smokes,lm0z7eLsbbw_9_23.avi,3
the chimpanzee smoked a cigarette,lm0z7eLsbbw_9_23.avi,5
a man petting a crocodile,sTMlQSbAGfE_0_12.avi,5
a man is patting an alligator on the mouth,sTMlQSbAGfE_0_12.avi,9
a man is petting a crocodile on its nose,sTMlQSbAGfE_0_12.avi,9
a man is petting a crocodile,sTMlQSbAGfE_0_12.avi,6
a man is touching a crocodile head,sTMlQSbAGfE_0_12.avi,7
a man is touching a crocodile,sTMlQSbAGfE_0_12.avi,6
a man is toughing the nose of a crocodile,sTMlQSbAGfE_0_12.avi,9
a man taunts a crocodile,sTMlQSbAGfE_0_12.avi,5
a man touched an alligator,sTMlQSbAGfE_0_12.avi,5
a man touches a crocodiles nose,sTMlQSbAGfE_0_12.avi,6
a man touches the snout of a crocodile,sTMlQSbAGfE_0_12.avi,8
the man pet the nose of the alligator,sTMlQSbAGfE_0_12.avi,8
the man touched the alligator,sTMlQSbAGfE_0_12.avi,5
someone is slicing a green tomato with a knife,xPR0xFgCAZY_17_27.avi,9
a person is slicing a green tomato,xPR0xFgCAZY_17_27.avi,7
someone is slicing a green tomato,xPR0xFgCAZY_17_27.avi,6
a person is slicing a green tomato,xPR0xFgCAZY_17_27.avi,7
someone is cutting a green tomato into thin slices,xPR0xFgCAZY_17_27.avi,9
a man is slicing some vegetables,xPR0xFgCAZY_17_27.avi,6
someone is slicing a green tomato,xPR0xFgCAZY_17_27.avi,6
a woman is cutting a tomato,xPR0xFgCAZY_17_27.avi,6
a person is slicing a tomato,xPR0xFgCAZY_17_27.avi,6
someone cut a green tomatoe,xPR0xFgCAZY_17_27.avi,5
the person is slicing green tomatoes,xPR0xFgCAZY_17_27.avi,6
a person cuts vegetables,xPR0xFgCAZY_17_27.avi,4
the man sliced the green tomatoe,xPR0xFgCAZY_17_27.avi,6
a man riding a bike on a half pipe,rKF0ZW34FRk_41_54.avi,9
a bicyclist is performing tricks in a halfpipe,rKF0ZW34FRk_41_54.avi,8
a biker is performing stunts,rKF0ZW34FRk_41_54.avi,5
a guy is riding a bike on a half-pipe,rKF0ZW34FRk_41_54.avi,9
a man is doing bicycle tricks,rKF0ZW34FRk_41_54.avi,6
a man is doing stunts on a bicycle ramp,rKF0ZW34FRk_41_54.avi,9
a man jumps his bike on a halfpipe,rKF0ZW34FRk_41_54.avi,8
a person on a bike rides a half pipe,rKF0ZW34FRk_41_54.avi,9
a rider is doing bicycle stunts,rKF0ZW34FRk_41_54.avi,6
a stunt bike rider,rKF0ZW34FRk_41_54.avi,4
a stunt biker does jumps on a half-pipe,rKF0ZW34FRk_41_54.avi,8
someone is doing stunts on a bike,rKF0ZW34FRk_41_54.avi,7
the boy did tricks on his bike,rKF0ZW34FRk_41_54.avi,7
the man is riding a bike doing tricks,rKF0ZW34FRk_41_54.avi,8
a puppy is biting a cats ear,mHv4iJ9Yr1g_10_16.avi,7
a puppy is chewing on a cats ear,mHv4iJ9Yr1g_10_16.avi,8
a puppy is playing with a cat,mHv4iJ9Yr1g_10_16.avi,7
a puppy is chewing a cats ear,mHv4iJ9Yr1g_10_16.avi,7
a puppy is biting a cats ear,mHv4iJ9Yr1g_10_16.avi,7
a dog is biting a cats ear,mHv4iJ9Yr1g_10_16.avi,7
the puppy is teasing the cat,mHv4iJ9Yr1g_10_16.avi,6
a dog bites a cat's ear,mHv4iJ9Yr1g_10_16.avi,6
people are riding a roller coaster,vuvpbeQak9Q_23_29.avi,6
people are riding a roller coaster,vuvpbeQak9Q_23_29.avi,6
a roller coaster is rolling along it's track,vuvpbeQak9Q_23_29.avi,8
a roller coaster is flying through it's ranks,vuvpbeQak9Q_23_29.avi,8
people are riding on a park,vuvpbeQak9Q_23_29.avi,6
people ride a scary looking rollercoaster,vuvpbeQak9Q_23_29.avi,6
an amusement park ride is running,vuvpbeQak9Q_23_29.avi,6
people are riding a roller coaster,vuvpbeQak9Q_23_29.avi,6
people are riding a rolercoaster,vuvpbeQak9Q_23_29.avi,5
several people are riding a roller coaster,vuvpbeQak9Q_23_29.avi,7
the roller coaster flew down its tracks,vuvpbeQak9Q_23_29.avi,7
the people are riding the roller coaster,vuvpbeQak9Q_23_29.avi,7
a roller coaster speeds along its track,vuvpbeQak9Q_23_29.avi,7
the roller coaster traveled on the tracks,vuvpbeQak9Q_23_29.avi,7
a boy is kicking a ball,Kqb-mmkEWqU_1_5.avi,6
a boy is playing football,Kqb-mmkEWqU_1_5.avi,5
a boy kicks a soccer ball into the goal,Kqb-mmkEWqU_1_5.avi,9
a boy scores a goal in football,Kqb-mmkEWqU_1_5.avi,7
