video_id,sen_id,caption
video2077,30602,a man is hosting a show
video2078,49757,some hair is showing
video2079,33841,a guy playing counter strike global offensive
video208,85694,someone is showing some maths sheet
video2080,10648,a kid is demonstrating a skill concerning paper
video2081,19512,band sings about waking up
video2082,94871,a person is talking about a movie
video2083,91153,kids reacting new smartwatch
video2084,108654,woman mixing and cooking red peppers in a pot and adds tomatoes
video2085,2170,an elephant is bouncing on springs
video2086,68509,comments are being made about hell s kitchen the television show
video2087,37852,girl shows off her ferrets
video2088,53521,a man cooking food
video2089,138367,the man speaking tells us to follow him as we explore by road his friend then pulls up and the man says the friend will be joining
video209,41593,an asian women is giving a tutorial on how to make glitter shoes
video2090,46092,fore arm of water polo is long according to ted
video2091,40054,this is a video interview from extra tv
video2092,100738,guy in glass and coat looking at the horse race course
video2093,129712,the earth is seen rotating from space and two islands are seen in large ocean
video2094,87907,a woman is playing the guitar
video2095,91168,a panel of guests is listening to a woman sing with no sound
video2096,56800,a man explains the schools goals
video2097,128628,the man in blue coat is talking with the old man with spectacles and coat in the studio
video2098,67274,a woman is singing
video2099,27944,a rapper is singing while little girls dance
video21,123148,person is showing how to hold the tennis racket
video210,39595,a young girl in a princess outfit naps on the couch
video2100,40866,a man speaking to a lady in a foreign language
video2101,18479,a basketball player shoots a basket
video2102,670,freddie kruger is killed in a video game
video2103,33876,worker is doing repairs
video2104,81132,two girls are mixing ingredients in a bowl
video2105,68821,a group of women are outdoors
video2106,35895,someone is playing the sims 3
video2107,34262,a man screaming into a phone and then talking to a man in a costume
video2108,89905,a person is recording a video
video2109,33376,young people converse humorously with each other in this trailer for an independent film
video211,96630,filter developments are discussed by a reporter who is testing them
video2110,86687,a young man is featured in his modeling photos
video2111,29289,a young woman is singing on a stage
video2112,14325,a couple dancing at their wedding
video2113,73430,footage from a rainforest cafe is being shown
video2114,110502,a lady rides on a white horse which is hesitant to jump the little stream and finally does it
video2115,16693,a young child singing a song
video2116,69310,a little girl is singing on a reality competition show
video2117,138646,chick on the beach talking about hawkers trying to sell you stuff
video2118,138684,a man walking in a lobby showing the things aroung him
video2119,70771,man riving a car in vieo game
video212,111514,in a bedroom the baby is trying a new food for the first time he seems a little unsure at first but then excited and happy
video2120,30037,this is a vine compilation
video2121,35083,a man explains how butter is the food for muscles
video2122,137089,a spoof news reporter commenting on frankenstein and a politcal candidate
video2123,16282,a group of judges listen to a song
video2124,1292,there is a depictions of jesus from the shroud of turin
video2125,14499,a group of girls singing the cranberries song zombie on a television show
video2126,134343,a purple volkswagen is driving off-road through slightly wooded terrain
video2127,113410,its fashion show where the girls re walking in front of many people
video2128,38641,a girl is waving her hand
video2129,62475,person cooking up some food
video213,85622,a man is giving a lecture
video2130,67442,a woman discusses her problems with dr
video2131,64288,cartoon play to small kids
video2132,111812,a guy shows how he is  going to prepare peppered shrimp
video2133,48102,an antelope is attacked by some lions
video2134,630,cartoon babies palying and a robot
video2135,2792,two men play a dbz beat  em up game
video2136,93009,a video from similar to how it s made showing the process of hot rolling
video2137,47047,a math problem is being solved on paper
video2138,59197,woman doing a science experiement
video2139,21699,a comedian preforms stand-up on stage
video214,37266,four men are eating
video2140,56630,ali g is talking during an interview
video2141,98941,a man standing at a podium speaking while a woman translates
video2142,12663,a girl brings a boy his wallet
video2143,68358,various hamsters play at home
video2144,127267,the man in the brown coat chew gum and talk on the balck couch
video2145,126032,the people are swimming and playing in the sea and beach enjoying themselves
video2146,7392,it is the cartoon animation for kids
video2147,3933,an imac is shown and its features discussed
video2148,72807,an animated video if three avatars dancing
video2149,33530,three black people give a speech on history
video215,90437,wwe live wrestling match
video2150,103040,a man explains security features of the british gchq and american nsa facilities showing pictures of both
video2151,7984,a lego character is being chased
video2152,79471,some people are playing mario party
video2153,94417,a ruckus is occuring while a person is on a patio
video2154,122746,a game of finding the girl friend a person runs to find her
video2155,29661,a girl twists her hair
video2156,47690,a man is weaving straw
video2157,119959,fish swimming near the water surface while a boy is fishing near shore
video2158,130123,an ad for a company is shown consisting of a blue screen with their phone number and web site listed on it in white text
video2159,95064,a man is explaining about something to the group of people
video216,19574,a singer is playing a guitar on stage
video2160,46581,a person folded a paper airplane
video2161,17240,a basket ball game between the lakers and the heat
video2162,93617,someone is playing a game
video2163,714,it is the cartoon for kids
video2164,98350,with mountains in the background a lady in the boat in the sea
video2165,105795,a man speaks off camera as he moves through some sort of colorful options menu
video2166,102197,players talking about the match they had played
video2167,107934,a person doing a cooking show and showing the ingredients for the recipe
video2168,4046,a woman is selling an item for babies
video2169,102376,a movie scene girl and boy swimming in water displaying on screen
video217,9663,a guy yelling at a child who s eating ice cream
video2170,2847,a man is showing demo for some colors to others
video2171,8376,young man pretends to play the piano on a slat wall
video2172,110815,a woman mixes ingredients into a clear bowl
video2173,53402,a man playing video games
video2174,53734,the man holds the bottle
video2175,4928,a little girl playing with a alphabet flash card
video2176,126432,indian paparazzi completely ignoring the beautiful celebrity for two normal gentlemen
video2177,96191,man in blue shirt is driving the ambulance car
video2178,60696,two indian men talking to each other
video2179,53574,some text is displayed
video218,62626,a person is playing minecraft
video2180,89498,a woman is talking to someone in a background
video2181,62916,a leopard attacks some antelopes
video2182,23053,three people are putting on a radio show
video2183,116652,a vehicle pulling a one hundred fifty five ton aircraft
video2184,66205,a girl in a stage with bottle in her hand
video2185,30128,a woman animates two plastic figurines
video2186,73857,two girls are washing a tricycle on stage
video2187,30276,the model showing her skills
video2188,29581,a girl waiting for some one
video2189,16989,baseball players are fighting during a game
video219,53841,a man and a woman are discussing special bottles
video2190,57624,a man is giving a lecture
video2191,105360,a man in suit talking something seriously  out side
video2192,86207,a video showing toy horses being moved around
video2193,76499,a cartoon showing babies try to sleep
video2194,117720,there are some lean and stylish ladies for modelling 
video2195,51741,a person holds a paper plane
video2196,6558,the old man announced that he only wants beets instead of spaghetti
video2197,34905,freddy krueger battles others in mortal kombat
video2198,94822,a man is standing wearing a winter coat with a fur hood
video2199,95381,a commentator speaks about a footballer s heart rate
video22,120242,a man in green jacket is talking to a women in red dress
video220,111860,short clips of a zombie movie and television show while a womans voice explains how the zombie genre is growing in popularity
video2200,113244,a woman in green and white and with thick curly hair talks in a queer way
video2201,295,the cartoon character looks like a kkk member
video2202,10472,a young boy putting together a toy car
video2203,118840,someone puts carrots and other various vegetables into a blender
video2204,43199,a girl discusses the best way to pack a bag
video2205,134738,a man discussess a large range rover vehicle and how it handles
video2206,93638,woman talking about sims and what they are doing
video2207,49259,kid dancing and playing
video2208,122727,a first person experience of a guy in a shooting game
video2209,34253,scenes play from the trailer of a movie
video221,13228,a man is talking about drums
video2210,131395,an xbox 360 gamer describing how to launch a game you bought from the microsoft digital downloads store
video2211,109170,a man is speaking about software engineering how the development is done
video2212,60217,two professional wrestlers are wrestling on the floor
video2213,88,two guys wrestling in a competition
video2214,137024,scenes of mountains and a soaring hawk are shown as bagpipe music plays and then the word scotland appears
video2215,131306,a japanese man in a suit and glasses is talking about the history of zinc oxide in paint and how it s currently used in electronics
video2216,104798,a person swirls light material onto a black pan
video2217,126627,an older man in a white shirt discusses a computer science topic in front of a laptop
video2218,125,a video of 4 individuals talking
video2219,31226,a man is spitting something out
video222,108396,a woman adds various ingredients to a glass bowl
video2220,27283,a man is speaking to a woman wearing a head scarf
video2221,80097,various athletes are shown performing their sports and cheering
video2222,73695,people walking through the market place
video2223,69279,girl talking about sparkle glases
video2224,134527,a girl dressed in a we hire tshiry is cleaning the tail of a white horse with black on it s face
video2225,31603,a man opens a menu in a computer program
video2226,80558,two rappers on this video
video2227,125872,a britney spears music video shows her wearing a black dress in a club and blue shirt by a pool as she sings
video2228,71797,the grey sports car driving on the narrow roads
video2229,79863,a peoples driving outside in wrost street with full of water
video223,15535,clipping from an old movie
video2230,19763,a band playing guitar and rocking out for an audience
video2231,114951,a man is reading a news in the television channel
video2232,19713,bunch of old guys playing music and singing
video2233,137322,there is a suit man talking in front of a skeleton
video2234,117568,scene from a movie where man walks out of jail
video2235,75377,someone is playing a game
video2236,71388,a person driving a fast car
video2237,98916,there is a man standing there with the camera angled up at his head talking on the phone the man on the phone is talking about how something or someone can benefit it financially and  physically
video2238,120785,more food items are are displayed
video2239,98197,a spider is on the wall and someone is recording it
video224,45067,a person is playing minecraft
video2240,124350,a baseball game is played while music plays in the background
video2241,50957,man talks about churros
video2242,69940,a child playing with her pet turtles
video2243,122954,a woman talks about making some stir fry noodles while showing a plae of it
video2244,42561,a girl is demonstrating something on an iphone
video2245,40406,kids are doing schoolwork
video2246,16726,a kid is singing
video2247,121642,two ladies discuss  a silk poly blend material of a white blouse
video2248,105833,baseball coaches are talking and arguing with an umpire
video2249,73061,a girl is getting a trophy
video225,139874,a red spatula mixes a pot of green food in another pot prawns are beginning to steam
video2250,138862,a woman is holding a bowl of food and talking about it
video2251,87179,a woman speaks to a man in an office
video2252,92946,a tutorial on how to play a video game
video2253,49071,two woman commentating on a product
video2254,62840,a character running down the sidewalk in the game the sims
video2255,21722,a man is offering to walk a girl through the hood
video2256,38687,a woman is talking
video2257,67828,kids are surfing outside with wind noise
video2258,85324,a woman explains how to disassemble a stroller
video2259,86708,a person is playing a video game
video226,58620,a man displays some items from his cupboard
video2260,134134,person is playing basketball with some food on the table
video2261,98123,a man is talking and wearing black color coat
video2262,49791,a woman is talking misunderstanding others
video2263,14753,an individual playing a video game
video2264,130018,a man is giving instructions and help to other computer users in a foreign language
video2265,118367,a man is describing how volks wagons is committed to disel technology
video2266,119542,there is a man applying makeup with a mirror
video2267,71460,a car is met an accident and standing alone
video2268,57796,night vision in owls is discussed
video2269,89337,video of people taking selfies
video227,139474,two old men play guitars
video2270,124473,vedio game stand one car
video2271,39873,blonde girl answering a knock on the door
video2272,91118,a man speaks to another man outside for an interview
video2273,125457,super moon lunar eclipse full moon is shown initially the it goes to the galaxy centered around the earth and comes to the top position and when the earth rotate then the moon comes to its bottom  then the +14% super moon is seen
video2274,81667,captain america talks about the avengers
video2275,78550,cartoon characters dance around after being gassed by a skunk
video2276,28417,a person is playing a video game
video2277,10681,a person showing different tools
video2278,42982,a gymnast is practicing in front of people
video2279,5573,several athletic events are shown varying from scenes of goals to failures
video228,100521,it was garden where the female artist is waiting for her boy friend catching a umbrella in her hand
video2280,47727,bill murray is on a talk show telling about his experience on the late night show
video2281,44494,a person playing a guitar
video2282,41718,people are playing soccer
video2283,7854,cartoons are playing some basketball
video2284,42038,a woman explains how she applies the final dots to her fingernails
video2285,138018,cartoon character jump around on a circle lined by columns
video2286,57498,the configuration screen for how dinosaurs may be configured is explained
video2287,135375,a man in a black hoodie takes a bite of some food that looks like it might be an empanada
video2288,26786,a man is speaking on a stage behind a podium
video2289,103749,i is standing and watching someone drive up in a vehicle
video229,58930,a video game about nueclar  waste
video2290,93219,a man on a show is talking
video2291,102388, with thick and wavy black hair has connected black eyebrows and is lifting up a marker while standing in front of striped fabric
video2292,59108,a woman is dancing to the music in a garden
video2293,102048,a well funished house sets ready for the christmas eve
video2294,86035,group of people performing here
video2295,44875,two people are wrestling
video2296,7004,a man and woman embrace on camera
video2297,64901,a child s song playing with characters floating in the sky
video2298,31029,a man is talking to jay leno about a car he is showing to him
video2299,77231,people are playing sports
video23,12489,a man is drinking something and a woman is looking at that
video230,4111,a woman rolls a tri-wheeled stroller
video2300,56457,static images of bill murray covred in cake on the late show
video2301,13759,a little boy singing
video2302,107103,there is a man making a dish with some butter
video2303,80614,the history channel talking about a river
video2304,38089,a woman is making ice cream sandwiches
video2305,133999,some people in a court are doing something
video2306,127135,a man speaking over video of cars lined up along the road
video2307,5745,a man is explaining the history of schools
video2308,47286,a newscaster is giving the news
video2309,97877,music is playing as a man walks on top of giant rocks
video231,65910,a woman is teaching her classroom
video2310,66413,guy and girl being talkign
video2311,18189,people are playing sports
video2312,80827,a new report about mexico
video2313,66695,soldiers are training together
video2314,99079,some tigers are playing in soapy water
video2315,135143,here the man is explains about the fuel efficiency of car which could travel a long distance with low fuel consumption
video2316,33245,a man looking at a woman s phone in a music video
video2317,116074,a man in a tshirt watches various scenes of people playing basketball
video2318,27498,soliers walking out of something
video2319,64566,a cat lays in a pet bed
video232,65037,two video game characters killing each other
video2320,47189,an action scene at night with a lot of shooting
video2321,124432,a character fights ninjas and jumps around all over the place
video2322,36815,two men knocking over tables/
video2323,83751,a women in leather giving a lecture
video2324,55047,a man using a microwave
video2325,81976,a woman adds egg and salt to her recipe
video2326,40805,american soccer fans discuss the world cup
video2327,63308,anime of girls talking about things
video2328,118779,this offers very helpfull directions for what you need for hamsters
video2329,126083,a woman blindfolded with a bandana applies makeup to another lady
video233,57945,a man talking about philosophy and art
video2330,55087,the men talk at the desk
video2331,128361,a man with helmet is riding a bike in the fire
video2332,46439, bean was very comical
video2333,79774,man putting on a helmet
video2334,35909,a man reviews a video game character while playing
video2335,17551,chris brown dances in all white
video2336,27140,a group of men discussing athletes and an upcoming game
video2337,100307,a man explains why he chose do do his phd at this place
video2338,1514,the words subscribe on top of a flower background
video2339,67917,there is a man doing commentary on a movie
video234,125271,a lady in a green shirt is showing you how to pull the eggs away from the sides and let the liquid fall into the middle
video2340,75081,a comercial on a movie coming soon and comercial on watching the channel
video2341,93873,clips about jennifer garner and a movie premier
video2342,84087,two men are speaking about the program
video2343,15918,three children talk tell two adults about a boy stuck in a tree
video2344,93784,a woman sings about humpty dumpty falling
video2345,24327,girl and boy surfing on the beach
video2346,62349,chefs are preparing food
video2347,37812,soccer players being interviewed on the news
video2348,57230,a man talks about a book
video2349,123510,actor leonardo dicaprio acts in a movie with a bald headed man talking
video235,102459,a person explains about something reading from news paper
video2350,43607,a man singing in front of the sea
video2351,32143,a man is playing paintball
video2352,50251,people get tattoos in a tattoo shop
video2353,117327,a boy and a girl stand romantically looking at the ocean
video2354,16664,a guy is singing on a microphone
video2355,107801,a star comes and form a drop in a water and names come out from it
video2356,111535,a father in a red shirt has a toddler in and orange shirt try a lemon for the first time
video2357,65385,an episode of spongebob spongebob is having a hard time and squidward is enjoying it
video2358,92268,a trailer from a movie
video2359,56464,a scene from a movie
video236,49593,an indian teacher is shown talking with no sound
video2360,49507,professional wrestling match with castors
video2361,9143,a little kid dances to music on the street
video2362,56234,clip with bill murray
video2363,135997,it is all about ant in national geo world channel
video2364,29176,girls laugh at a sleep over with a dog
video2365,14182,a cartoon plays with music over it
video2366,1829,a boy sings on a stage to an audience
video2367,112480,a man in white shirt and black helmet gets ready to bat in a baseball match
video2368,129295,a man sitting in the backseat of a car talks to the couple in front
video2369,110748,one women making recipe with chicken adding green chilli in bowl
video237,34583,a man is walking around
video2370,4680,a baby dances on a table
video2371,134272,a man in his unnerware is first seen drinking from a sink and then he drinks milk from the bottle
video2372,69456,small girl is singing a heart melting song
video2373,38539,some people are fighting
video2374,79953,three men are talking
video2375,139687,a man teaching some subject in the class room
video2376,126851,a man is having a glass of drinks and some thing fall in it
video2377,99184,the ferrari technology officer is explaining the technology of a ferrari
video2378,45170,cartoon gun in the show
video2379,109994,men in red and blue shirts playing a professional game of ping pong
video238,95660,a colorful screen that changes colors
video2380,52591,kids fighting in grocery store
video2381,72040,a car is being driven down the road
video2382,136946,an old men standing in stage and explaining about something to the people
video2383,91402,a football player is celebrating
video2384,57856,someone is showing some machine
video2385,44070,nba players stretch on the floor
video2386,79076,scene from a music video
video2387,96783,the menu is listed in white letters  on a balck screen
video2388,12466,a man is laying down
video2389,66072,kids singing on stage
video239,26966,female seen here dancing well
video2390,18685,a man is speaking to a reporter
video2391,42475,a woman rants about her bad day
video2392,42191,a woman is talking about education
video2393,71436,this is a video of a car review test drive
video2394,102239,universal island of adventure relocation of a magic shop
video2395,91220,a clip from the tonight show where johnny carson is interviewing david letterman
video2396,10814,people singing on a tv show
video2397,107075,a woman holds and points at a thing of makeup
video2398,9442,a boy sneaks out of school in this cartoon
video2399,41426,a woman makes a video of her playing sims
video24,519,the site was very informative
video240,139265,a lady nesreader with white coat asks a person about apple tv
video2400,14159,a man is preparing for war by getting his uniform ready
video2401,104534,a cowboy rides a horse and shoots his pistols in the air
video2402,7655,guy dancing at dance floor
video2403,15706,a man preforms a song on stage
video2404,20149,a man is singing song and playing guitar in a stage
video2405,11502,a entertainment news clip featuring a brunette woman
video2406,73416,placing a slice of pie
video2407,125199,some female models are walking on a cat walk
video2408,97191,a person jumping on a trampoline nets an unbelievable basket shot which is way beyond the grounds on the other side
video2409,104327,a car fell down from the mountain the person pushed it moved away
video241,45197,gameplay footage of angry birds
video2410,30797,virtual box is shown for add
video2411,92773,the person drags a paper into the tablet
video2412,66939,a man pointing a gun to a woman
video2413,51699,an elderly woman giving a cooking tutorial
video2414,51467,a recipe made from poatato
video2415,71597,train is on the tracks
video2416,133439,some horses are being fed outside on the land
video2417,33662,a guy is discussing the movie avatar in a language that is not english
video2418,70452,landscape scenes from portugal are shown
video2419,29915,gameplay footage of someone playing a game
video242,56008,a steven spielberg film begins
video2420,52090,female fashion angel walks down the runway
video2421,38163,a person is puling out angry birds toys
video2422,47393,a person shows off a book in a room
video2423,98069,a man is riding a bicycle in the forest a man is riding a bike on a path
video2424,136472,a girl applying lipstick  in her hand brush for make up beauty facial look displaying on screen
video2425,81760,a conversation between kids
video2426,62386,a person mixes some food together in a bowl
video2427,51060,a man playing video games
video2428,67928,a girl singing in a competition
video2429,15058,this is a video from the voice kids
video243,77209,several cars are on display
video2430,124909,a woman speaks to the camera for a video segment
video2431,32553,a man talks about obama
video2432,99620,a woman is talking about a facial care product while applying it
video2433,111373,a black and white puppy plays with an adult white dog
video2434,95331,commentary of fifa womens world cup
video2435,129334,person in white shirt is having fun with other people
video2436,32691,people are watching a military procession
video2437,104670,a group of motorcyclists are driving down the street on the freeway they are passing many cars the captions state
video2438,70334,it is showing a car picture
video2439,100908,a lady in an beautyparlour and she is doing their facial and massage
video244,105242,there is a man in red trouser is standing on the rocks
video2440,133883,a lady is make up her face by cream
video2441,9015,three young male vocalists preform on stage
video2442,34773,a women is advertising a baby jogger
video2443,25962,a group of minecraft characters talking to eachother
video2444,131910,a cooking show that shows the red team wins as they excitingly claps
video2445,135274,the boys are playing actively in he green grassland with balls and rings
video2446,87270,portal short animation music video
video2447,72502,a person off screen is filming the diffrent businesses
video2448,3583,people are performing a song
video2449,109880,a young woman is seen in many various shots in different points of the city
video245,104850,people running into a restaurant fighting and then running out
video2450,80599,a group of friends enact a scary scene for an amateur video
video2451,84586,a man tries to make sales
video2452,7205,a cow ramming a person sitting on the ground
video2453,33462,children and costumed characters are singing and dancing
video2454,112426,a woman and her doctor talk about some tests the doctor has ordered
video2455,129317,a man in red stands before an enormous cheering crowd
video2456,46021,a man giving an interview for a foreign news cast
video2457,79311,several wrestling matches are occurring
video2458,120066,two animals are in a field fighting or playing with each other as someone films them
video2459,75276,spongebob and squidbert are talking
video246,93077,this is a vine video
video2460,7466,bill murray in a suit on the late night talk show
video2461,9956,young girl talks about hanging out with her friends
video2462,67777,this is a slideshow of pictures of men
video2463,63022,a man and a child are playing a game on the wiiu with miis
video2464,33818,a person playing video game
video2465,97844,there is a man climbing rock on a sunny day
video2466,130240,a white tshirt man is sitting on the steps
video2467,137654,a woman conducting a cooking show working on an item that has cinnamon added and will be baked in an oven
video2468,82181,a couple standing in the kitchen
video2469,115510,a woman cleans off the inside of a bath tub
video247,51220,a man kicks a ball
video2470,118177,a diagram of a device is being shown to someone
video2471,97142,there is a woman is talking to a man with helmet
video2472,47593, white male trots to a stairway to the cheers of a crowd and he removes a light t shirt exposing an undershirt typically worn by amateur wrestlers
video2473,20728,bears singing on stage
video2474,88298,video of athletes performing amazing plays
video2475,18619,a basketball player is playing on a basketball court at a game
video2476,83605,a man talks while photographs of a group of people are shown
video2477,43423,a short movie clip with three men talking to each other
video2478,132920,the earth spins as a man talks about our need for vacuum technology
video2479,4894,ad for a stroller
video248,97401,a man in a gray sport coat discusses a gathering promoting second generation biofuels
video2480,130960,people look through the window of a sky lift at mountainsides and canyons
video2481,107892,girl players in red coat and black pants are getting award in award receiving ceremony
video2482,17520,a band sings on stage in zoot suits
video2483,61496,freddy kruger performs a fatality in mortal kombat
video2484,136425,a young man with blonde hair is singing passionately and moving his hands to the music
video2485,92246,a man and woman are kissing each other
video2486,59432,two woman s are running fastly to the room
video2487,127754,people on a railroad are cycling along the edges on motorized vehicles
video2488,19881,a black man is singing a song
video2489,32914,some people are singing
video249,41905,a man on a camel in the desert stand in front of pyramids
video2490,9856,some kids dig for buried treasure
video2491,9736,there s a group of kid dressed up as ghost buster walking through their backyard
video2492,44369,folding paper into an airplane
video2493,59378,a man asking another individual about a specific product
video2494,87145,a narrator talking about scenes from a video game
video2495,107827,a bunch of athletic teams are inside the court playing a game of volleyball
video2496,15353,many kids getting ready for a tug of war competition
video2497,134938,a man in a purple shirt is talking about religion
video2498,47610,couple is dancing
video2499,81401,a hockey player is interviewed
video25,36202,a lego man with wings is picking a vehicle
video250,22027,a person is talking about car
video2500,44428,batman is shown running through a door
video2501,105602,there is a suit man talking with a blue shirt man
video2502,76966,an animated dolphins are swimming in an ocean
video2503,14004,a short clip showcasing tragedy taking place
video2504,19481,a band is playing a concert from past decades in black and white
video2505,49330,two men are wrestling for an audience
video2506,71679,jeep cherokee review of drive ability
video2507,121446,a person is applying costume make up to her skin
video2508,28279,several people are dancing on an open ground while a band of musicians are singing a hot song
video2509,37480,a few news reporters are talking
video251,71410,a man is driving a vehicle
video2510,49229,two men are going up in an elevator
video2511,67739,a person is looking at a snake in the dirt
video2512,18656,two basketball players are on the floor
video2513,89542,a person displaying garments
video2514,103460,a middle aged man in white shirt is talking
video2515,22580,a blonde girl with a pink sweater sings on stage with a guitar
video2516,34647,dogs playing with each other
video2517,92909,a video showing a google search and its results
video2518,32373,man is discussing internet pics
video2519,135490,the paraglider men is recall their moments to the media men
video252,48713,two players are fighting in game
video2520,77070,an anime character struggles to swim at night in the ocean
video2521,28661,a person is preparing a meal in the kitchen
video2522,5117,this is a video of band aswering questions from fans
video2523,36962,a person is playing a mmo game
video2524,139140,a movie clip showing a girl listening to radio and getting down from the car
video2525,109103,women race in an indoor track relay event
video2526,37699,a girl talking about sims gameplay
video2527,86292,baby jogger stroller information
video2528,59862,a man and woman are staring into each other s eyes
video2529,7916,this is an animated video about cartoons
video253,4770,a man is cooking food an a baby is laughing
video2530,11277,it is a horror movie clip
video2531,60605,a man wearing a teal tie
video2532,57354,a person explaining about the motorbike s break and clutch
video2533,75354,squidbert is receiving a prize in front of an audience
video2534,88610,an athlete and a man are talking
video2535,29401,a group of girls sit around and chat
video2536,97656,the real sentiment of the mother in playing with the adoloscent
video2537,91776,two men are talking about chicken
video2538,24054,fashion show ladies talking and walking
video2539,81907,a woman is talking about a cookie recipe while baking said recipe
video254,67363,a soccer goal is being scored
video2540,55796,the horse dumps his rider
video2541,132021,all persons are playing basketball each other
video2542,116284,a man with a blue plaid button down shirt is grating vegetables in a kitchen
video2543,46178,batman is flying through the city in a vehicle
video2544,127511,a girl with a green dress and white shirt comes in looks at the man on the lawn chair sleep in a white t-shirt and pajama bottoms then walks over and puts her red backpack down
video2545,71881,a car is doing doughnuts
video2546,83311,a young girl sitting and on her phone
video2547,125931,a reporter explains how kids at a water park got skin burn due to not applying sunscreen even when temperatures soared
video2548,75646,a video game is played
video2549,1948,a video game freddy krueger is defeated
video255,92645,a woman handles a tricyle stroller in a commercial
video2550,11945,a girl leans over and kisses a boy on the cheek
video2551,111744,a person with blue shirt is teaching some cooking process by cooking himself
video2552,37306,a man is talking into a microphone
video2553,117842,a computer generated image demonstrates how to hit a ping pong ball
video2554,43811,a woman is making crafts
video2555,110371,a woman wearing a yellow shirt applies makeup to her face
video2556,58137,two people inside the car
video2557,68054,a young girl is writing a letter
video2558,60672,a person is explaining something
video2559,78860,a clip from a show where people are doing sketches in front of a judge
video256,16410,a video game walk through with a human voiceover narration
video2560,8303,a band rehearsing a song
video2561,88573,documentary about wood and fireworks
video2562,9920,a boy gives some responses to an overenergetic judge
video2563,56650,a man talking about flooring
video2564,4650,lady with kids cooking in the kitchen
video2565,33609,a video from a doctor who panel
video2566,89443,a man is pointing his finger
video2567,13249,a person is talking about star wars
video2568,56757,there is a news clip about an officer
video2569,17327,a man is describing a computerized system that will call balls and strikes in baseball
video257,15553,children shop in a grocery store
video2570,121855,a old man in white shirt sitting and speaking and other  old man beside speaking displaying on screen
video2571,82934,three men pose for a photo shoot
video2572,5841,a couple sing style by taylor swift
video2573,74850,cartoon show of the muppets
video2574,63113,video about black cats
video2575,133451,a futuristic white and orange bike has petals and handle bars
video2576,49180,kids are holding small rats
video2577,43013,two girls dance around in a park with a dog
video2578,43590,a trailer for pirates of the caribbean is shown
video2579,11437,reporter talking of a news event
video258,103024,a man is narrating while a person is tying a type of knot
video2580,90726,a man is talking about something
video2581,119860,two  persons speaking  each other in a news channel
video2582,71361,a guy is talking while playing a video game
video2583,73529,eating beer and chicken at a table
video2584,90038,this video shows an nfl broadcast
video2585,41113,a violet car is been driven on the road
video2586,34727,goals are missing two times in a football match
video2587,10418,a boy trying to take a shot in basketball while a crowd watches
video2588,45236,someone is playing the piano
video2589,10612,a woman pours cranberry juice and water into a plastic water bottle
video259,89757,woman showing a stroller
video2590,119613,a girl model is giving different pose with different dress to a photographer
video2591,20356,some people performing and singing on stage
video2592,87459,a man is playing basketball
video2593,21244,a group of people are singing gospel music
video2594,73939,vine video clips of hockey wake boarding and jet ski s
video2595,123630,a man and woman doing a voice for a movie as he wears headphones inside of a studio
video2596,34802,a frog is moving around the lazor light
video2597,29986,a man is walking accross the golf course
video2598,28800,a girl is talking to other person
video2599,10584,a hand puts pants on a cartoon starfish
video26,65479,a woman in a blue dress is walking off
video260,31760,a guy live streaming a video game he is playing
video2600,54745,a man recording himself and speaking on his recent job quit
video2601,108828,a black lady in a sparkly black dress apparently advertising for debs
video2602,98011,a man in green shirt and shorts runs in slow motion on the road
video2603,33100,a group of people performing on a stage
video2604,3746,a man on state at the new york grand hyatt for campagin 2000
video2605,67847,a person and family talking
video2606,109917,a person is cutting a watermelon fruit with a knife to get a nice shape
video2607,36701,a guy talks about trading items in a game
video2608,96607,a guy in a uniform is trying to win his pingpong competition
video2609,93826,a man reviewing computer hardware
video261,127423,there is a black suit man is talking from a studio
video2610,77540,a card is on fire
video2611,27305,people are hanging out in the kitchen
video2612,120594,an ugly cartoon character is saving a beautiful cartoon character
video2613,21469,a man interviewing a child
video2614,29898,gladiators are fighting
video2615,81395,the women practiced a dance routine
video2616,28223,an animated clip talking about books
video2617,113969,one bautiful women there tokyo fashion youtube channel
video2618,78347,a man reading from cards
video2619,8963,a group of men is talking and joking
video262,46666,a person is playing a pokemon game
video2620,82152,a woman and a man pulling a paper from a bowl and then sipping alcohol from a bottle
video2621,62699,gameplay footage of someone playing a game
video2622,32632,three woman dance in a gym
video2623,85138,man speaking on police
video2624,2343,a couple has nineteen children
video2625,76143,a minecraft character is roasting marshmallows
video2626,19877,a band performing in front of an audience
video2627,115606,i see a lot medical terms i see cartoon figure speak words
video2628,22692,couples outside singing to each other
video2629,74317,the classroom is filled with the kids
video263,36418,a game show host is talking to a contestant
video2630,36504,a video on mortal kombat
video2631,91798,video showing various ways technology can be used
video2632,62782,a man is driving a jeep
video2633,19142,a man is singing on stage as part of a show
video2634,47224,a woman talking about relationships
video2635,70182,a car is being displayed outside and driving on the road
video2636,32,two men wrestling and the umpire trying to judge
video2637,138544,a mans face remains still while countless hairstyles and facial accessories are applied to show off his many images
video2638,66947,a man is arguing with a lady by a fire
video2639,39206,a woman is playing the sims 3
video264,116323,a woman is in a gym doing different kinds of exercises
video2640,44458,spoof video of the movie forest gump
video2641,98971,some funny animation characters a short compilation
video2642,27524,a war tank running over a person
video2643,4188,a lion is running
video2644,90648,a person is reading a book and then points to his wrist
